Arrival time,Boarding stop,Stops to go,Direction
22:10:58,11,5,VALDOIE 
22:11:04,13,4,VALDOIE 
22:33:44,12,3,VALDOIE 
22:41:08,13,2,VALDOIE 
22:49:38,14,3,VALDOIE 
23:11:53,1,13,VALDOIE 
23:15:23,7,7,VALDOIE 
23:23:02,4,6,VALDOIE 
23:23:02,15,1,VALDOIE 
23:39:26,9,5,VALDOIE 
23:41:46,5,4,VALDOIE 
23:48:34,1,7,VALDOIE 
23:54:25,15,2,VALDOIE 
23:58:24,7,8,VALDOIE 
06:10:02,1,3,Gare TGV
06:10:17,6,3,Gare TGV
06:13:12,14,1,Gare TGV
06:13:35,14,2,Gare TGV
06:13:43,3,1,Gare TGV
06:23:21,15,1,Gare TGV
06:23:35,3,8,Gare TGV
06:25:35,10,1,Gare TGV
06:27:09,5,4,Gare TGV
06:29:41,8,10,Gare TGV
06:37:01,2,14,Gare TGV
06:38:51,15,1,Gare TGV
06:47:49,4,14,Gare TGV
06:49:33,9,9,Gare TGV
06:54:45,8,9,Gare TGV
06:59:04,4,5,Gare TGV
07:02:58,11,5,Gare TGV
07:03:14,5,7,Gare TGV
07:03:14,7,5,Gare TGV
07:03:55,11,2,Gare TGV
07:04:45,13,1,Gare TGV
07:05:50,1,8,Gare TGV
07:08:34,15,2,Gare TGV
07:10:36,10,3,Gare TGV
07:10:37,17,1,Gare TGV
07:11:05,9,7,Gare TGV
07:19:59,5,8,Gare TGV
07:25:21,7,2,Gare TGV
07:27:21,16,1,Gare TGV
07:28:44,3,13,Gare TGV
07:37:41,11,6,Gare TGV
07:42:23,2,1,Gare TGV
07:44:20,3,4,Gare TGV
07:49:20,1,6,Gare TGV
07:50:34,4,5,Gare TGV
07:52:22,9,6,Gare TGV
07:53:09,15,3,Gare TGV
07:58:09,12,5,Gare TGV
08:06:23,14,3,Gare TGV
08:07:13,4,9,Gare TGV
08:07:49,9,9,Gare TGV
08:08:24,11,7,Gare TGV
08:11:04,7,8,Gare TGV
08:15:29,3,4,Gare TGV
08:18:46,13,5,Gare TGV
08:29:26,5,1,Gare TGV
08:31:41,6,11,Gare TGV
08:34:35,12,3,Gare TGV
08:38:49,11,3,Gare TGV
08:44:01,14,1,Gare TGV
08:44:21,9,7,Gare TGV
08:45:10,7,11,Gare TGV
08:50:13,15,2,Gare TGV
08:56:15,11,4,Gare TGV
08:57:20,6,11,Gare TGV
09:02:46,11,4,Gare TGV
09:02:48,15,3,Gare TGV
09:03:15,16,2,Gare TGV
09:03:33,11,1,Gare TGV
09:08:00,13,5,Gare TGV
09:13:05,1,12,Gare TGV
09:17:01,3,1,Gare TGV
09:19:13,12,5,Gare TGV
09:22:41,13,1,Gare TGV
09:23:40,6,5,Gare TGV
09:26:57,5,6,Gare TGV
09:27:39,5,3,Gare TGV
09:31:53,17,1,Gare TGV
09:33:37,1,5,Gare TGV
09:34:29,5,13,Gare TGV
09:35:21,1,1,Gare TGV
09:41:01,15,2,Gare TGV
09:41:33,13,2,Gare TGV
09:46:04,3,6,Gare TGV
09:49:26,6,2,Gare TGV
09:53:57,5,9,Gare TGV
09:56:47,15,3,Gare TGV
09:56:51,5,12,Gare TGV
09:56:53,17,1,Gare TGV
09:58:41,12,2,Gare TGV
10:00:38,3,10,Gare TGV
10:00:58,15,1,Gare TGV
10:22:53,10,1,Gare TGV
10:24:50,15,1,Gare TGV
10:27:55,10,8,Gare TGV
10:29:32,11,4,Gare TGV
10:33:37,7,1,Gare TGV
10:37:13,10,5,Gare TGV
10:55:52,17,1,Gare TGV
10:56:26,6,10,Gare TGV
10:57:52,10,1,Gare TGV
11:00:36,13,1,Gare TGV
11:06:59,4,7,Gare TGV
11:14:17,11,6,Gare TGV
11:17:44,16,2,Gare TGV
11:48:50,11,4,Gare TGV
12:02:09,6,10,Gare TGV
12:04:39,3,10,Gare TGV
12:19:51,9,5,Gare TGV
12:22:02,15,1,Gare TGV
12:52:29,9,3,Gare TGV
13:01:38,8,8,Gare TGV
13:03:21,12,3,Gare TGV
13:11:16,10,7,Gare TGV
13:13:55,11,5,Gare TGV
13:14:41,9,5,Gare TGV
13:15:44,12,3,Gare TGV
13:18:22,9,5,Gare TGV
13:18:27,13,5,Gare TGV
13:22:22,7,11,Gare TGV
13:23:58,1,3,Gare TGV
13:24:36,15,1,Gare TGV
13:26:26,11,4,Gare TGV
13:31:48,8,7,Gare TGV
13:36:02,11,5,Gare TGV
13:41:58,2,3,Gare TGV
13:52:58,13,4,Gare TGV
14:15:02,13,5,Gare TGV
14:21:29,1,17,Gare TGV
14:33:54,9,5,Gare TGV
14:38:31,2,4,Gare TGV
14:55:43,6,3,Gare TGV
14:56:13,13,3,Gare TGV
15:40:48,16,1,Gare TGV
15:41:28,2,5,Gare TGV
15:43:14,1,17,Gare TGV
15:50:35,13,1,Gare TGV
15:51:14,11,2,Gare TGV
15:55:45,4,2,Gare TGV
15:57:55,13,3,Gare TGV
15:58:16,4,5,Gare TGV
16:00:19,12,3,Gare TGV
16:02:55,16,2,Gare TGV
16:09:33,11,1,Gare TGV
16:10:47,2,1,Gare TGV
16:12:05,4,4,Gare TGV
16:14:50,10,3,Gare TGV
16:17:10,16,2,Gare TGV
16:20:16,13,1,Gare TGV
16:20:23,10,4,Gare TGV
16:21:36,2,14,Gare TGV
16:22:23,5,4,Gare TGV
16:22:24,9,6,Gare TGV
16:23:34,8,9,Gare TGV
16:25:24,5,3,Gare TGV
16:28:39,14,4,Gare TGV
16:29:35,2,5,Gare TGV
16:29:53,17,1,Gare TGV
16:31:48,14,2,Gare TGV
16:32:58,4,2,Gare TGV
16:33:37,6,9,Gare TGV
16:34:12,2,11,Gare TGV
16:35:21,16,2,Gare TGV
16:44:05,8,10,Gare TGV
16:45:30,16,1,Gare TGV
16:55:12,7,4,Gare TGV
16:59:25,16,2,Gare TGV
17:00:10,7,6,Gare TGV
17:01:13,6,5,Gare TGV
17:06:06,16,2,Gare TGV
17:06:08,12,2,Gare TGV
17:12:40,12,6,Gare TGV
17:18:30,4,9,Gare TGV
17:18:44,16,2,Gare TGV
17:20:27,10,7,Gare TGV
17:22:15,1,16,Gare TGV
17:22:23,3,8,Gare TGV
17:22:39,17,1,Gare TGV
17:26:42,17,1,Gare TGV
17:28:46,7,10,Gare TGV
17:33:21,8,2,Gare TGV
17:33:25,1,11,Gare TGV
17:37:19,11,1,Gare TGV
17:37:23,5,3,Gare TGV
17:37:39,10,3,Gare TGV
17:39:23,16,2,Gare TGV
17:41:28,13,4,Gare TGV
17:47:45,3,14,Gare TGV
17:52:34,11,3,Gare TGV
18:00:50,9,4,Gare TGV
18:04:14,1,16,Gare TGV
18:08:30,5,1,Gare TGV
18:08:34,13,5,Gare TGV
18:12:57,5,13,Gare TGV
18:13:08,7,11,Gare TGV
18:14:11,16,2,Gare TGV
18:16:26,6,10,Gare TGV
18:16:54,2,16,Gare TGV
18:20:48,7,4,Gare TGV
18:24:46,4,3,Gare TGV
18:24:53,10,7,Gare TGV
18:30:31,11,7,Gare TGV
18:34:50,2,4,Gare TGV
18:37:07,10,7,Gare TGV
18:38:43,13,2,Gare TGV
18:39:23,9,2,Gare TGV
18:39:31,1,6,Gare TGV
18:41:28,2,6,Gare TGV
18:43:31,2,12,Gare TGV
18:47:11,11,3,Gare TGV
18:51:07,17,1,Gare TGV
18:52:16,11,4,Gare TGV
18:52:49,13,1,Gare TGV
18:54:42,3,9,Gare TGV
18:56:22,4,7,Gare TGV
18:57:24,3,4,Gare TGV
19:00:43,8,5,Gare TGV
19:01:31,6,12,Gare TGV
19:01:59,3,10,Gare TGV
19:03:11,4,1,Gare TGV
19:04:21,1,12,Gare TGV
19:04:33,14,2,Gare TGV
19:08:56,12,6,Gare TGV
19:14:19,17,1,Gare TGV
19:24:15,9,7,Gare TGV
19:26:33,13,3,Gare TGV
19:27:53,8,4,Gare TGV
19:29:35,1,8,Gare TGV
19:33:12,3,1,Gare TGV
19:34:27,1,11,Gare TGV
19:37:12,9,7,Gare TGV
19:38:55,3,7,Gare TGV
19:39:15,1,10,Gare TGV
19:40:02,16,2,Gare TGV
19:42:33,8,9,Gare TGV
19:43:02,9,1,Gare TGV
19:46:02,17,1,Gare TGV
19:51:51,2,2,Gare TGV
19:54:56,13,5,Gare TGV
19:57:13,12,3,Gare TGV
19:59:15,10,6,Gare TGV
20:04:12,4,1,Gare TGV
20:08:18,1,14,Gare TGV
20:12:22,16,1,Gare TGV
20:12:58,6,7,Gare TGV
20:22:04,3,14,Gare TGV
20:25:30,1,12,Gare TGV
20:26:09,7,9,Gare TGV
20:32:44,13,4,Gare TGV
20:33:29,5,5,Gare TGV
21:00:18,15,2,Gare TGV
21:42:22,12,1,Gare TGV
21:44:36,9,3,Gare TGV
21:44:39,6,10,Gare TGV
21:54:39,7,11,Gare TGV
22:08:13,12,4,Gare TGV
22:25:44,6,9,Gare TGV
22:27:32,7,3,Gare TGV
22:30:12,1,11,Gare TGV
22:51:26,17,1,Gare TGV
22:51:53,8,5,Gare TGV
22:56:31,1,11,Gare TGV
23:40:51,16,1,Gare TGV
23:50:21,6,4,Gare TGV
