Arrival time,Boarding stop,Stops to go,Direction
07:37:47,1,10,VALDOIE 
07:38:20,9,6,VALDOIE 
07:38:45,7,8,VALDOIE 
07:39:09,2,8,VALDOIE 
07:39:14,10,7,VALDOIE 
07:39:21,1,15,VALDOIE 
07:40:38,1,17,VALDOIE 
07:43:18,12,6,VALDOIE 
07:44:38,7,7,VALDOIE 
07:45:11,11,3,VALDOIE 
07:45:26,8,2,VALDOIE 
07:45:28,1,8,VALDOIE 
07:46:14,12,5,VALDOIE 
07:46:34,7,7,VALDOIE 
07:47:13,7,9,VALDOIE 
07:47:35,16,1,VALDOIE 
07:47:38,7,5,VALDOIE 
07:47:56,9,7,VALDOIE 
07:48:06,14,3,VALDOIE 
07:48:50,8,8,VALDOIE 
07:49:15,2,5,VALDOIE 
07:49:33,17,1,VALDOIE 
07:49:43,7,6,VALDOIE 
07:51:09,16,1,VALDOIE 
07:51:49,8,2,VALDOIE 
07:52:17,1,16,VALDOIE 
07:52:17,6,6,VALDOIE 
07:53:22,3,4,VALDOIE 
07:53:46,5,4,VALDOIE 
07:55:58,5,6,VALDOIE 
07:56:34,7,4,VALDOIE 
07:59:12,3,12,VALDOIE 
08:00:29,2,1,VALDOIE 
08:00:54,16,1,VALDOIE 
08:01:14,14,1,VALDOIE 
08:02:30,13,2,VALDOIE 
08:03:36,1,1,VALDOIE 
08:04:03,9,5,VALDOIE 
08:04:44,10,3,VALDOIE 
08:04:51,11,7,VALDOIE 
08:05:42,16,1,VALDOIE 
08:06:38,16,2,VALDOIE 
08:06:55,3,5,VALDOIE 
08:07:54,13,3,VALDOIE 
08:08:03,4,9,VALDOIE 
08:08:26,1,12,VALDOIE 
08:09:49,13,1,VALDOIE 
08:10:15,8,3,VALDOIE 
08:10:25,11,5,VALDOIE 
08:10:30,15,3,VALDOIE 
08:10:32,6,9,VALDOIE 
08:10:46,15,2,VALDOIE 
08:10:52,15,2,VALDOIE 
08:11:01,14,2,VALDOIE 
08:11:23,9,1,VALDOIE 
08:11:47,7,7,VALDOIE 
08:12:27,15,3,VALDOIE 
08:12:39,11,7,VALDOIE 
08:13:04,2,12,VALDOIE 
08:14:35,16,2,VALDOIE 
08:14:49,9,9,VALDOIE 
08:15:27,12,3,VALDOIE 
08:15:36,9,3,VALDOIE 
08:15:46,10,7,VALDOIE 
08:17:07,7,1,VALDOIE 
08:18:03,6,4,VALDOIE 
08:18:15,10,6,VALDOIE 
08:18:19,14,3,VALDOIE 
08:18:47,4,5,VALDOIE 
08:19:23,12,5,VALDOIE 
08:19:28,2,4,VALDOIE 
08:19:40,13,2,VALDOIE 
08:20:00,10,1,VALDOIE 
08:20:45,14,3,VALDOIE 
08:21:56,12,3,VALDOIE 
08:21:58,15,2,VALDOIE 
08:22:03,15,3,VALDOIE 
08:22:44,5,10,VALDOIE 
08:23:00,10,1,VALDOIE 
08:23:53,11,7,VALDOIE 
08:23:55,7,7,VALDOIE 
08:24:55,7,4,VALDOIE 
08:24:56,8,3,VALDOIE 
08:25:52,9,2,VALDOIE 
08:26:27,6,8,VALDOIE 
08:27:04,1,17,VALDOIE 
08:28:05,2,11,VALDOIE 
08:28:07,8,6,VALDOIE 
08:28:36,2,6,VALDOIE 
08:30:15,7,1,VALDOIE 
08:30:31,6,5,VALDOIE 
08:32:01,15,1,VALDOIE 
08:32:02,12,2,VALDOIE 
08:32:32,15,1,VALDOIE 
08:34:03,5,11,VALDOIE 
08:34:44,16,1,VALDOIE 
08:35:01,11,1,VALDOIE 
08:35:20,15,2,VALDOIE 
08:35:47,14,3,VALDOIE 
08:37:28,8,3,VALDOIE 
08:37:30,9,4,VALDOIE 
08:38:16,7,6,VALDOIE 
08:38:51,11,6,VALDOIE 
08:39:01,11,7,VALDOIE 
08:41:07,15,1,VALDOIE 
08:41:09,12,4,VALDOIE 
08:41:42,4,14,VALDOIE 
08:41:51,17,1,VALDOIE 
08:42:13,2,13,VALDOIE 
08:42:36,5,4,VALDOIE 
08:43:41,1,15,VALDOIE 
08:43:42,8,9,VALDOIE 
08:44:10,1,6,VALDOIE 
08:44:29,13,5,VALDOIE 
08:46:02,6,11,VALDOIE 
08:47:02,3,1,VALDOIE 
08:47:32,8,2,VALDOIE 
08:48:16,7,10,VALDOIE 
08:49:09,11,7,VALDOIE 
08:49:23,5,7,VALDOIE 
08:50:02,1,11,VALDOIE 
08:50:27,10,1,VALDOIE 
08:50:45,17,1,VALDOIE 
08:50:56,7,3,VALDOIE 
08:52:10,12,2,VALDOIE 
08:53:04,17,1,VALDOIE 
08:53:29,9,1,VALDOIE 
08:53:38,5,11,VALDOIE 
08:54:17,7,5,VALDOIE 
08:54:26,1,9,VALDOIE 
08:55:19,15,1,VALDOIE 
08:57:01,6,4,VALDOIE 
08:57:05,11,7,VALDOIE 
08:57:11,7,1,VALDOIE 
08:57:32,3,1,VALDOIE 
08:58:10,14,1,VALDOIE 
08:58:37,17,1,VALDOIE 
08:58:46,9,8,VALDOIE 
08:59:52,13,4,VALDOIE 
08:59:55,2,3,VALDOIE 
09:00:37,15,1,VALDOIE 
09:01:31,12,6,VALDOIE 
09:01:39,11,1,VALDOIE 
09:03:24,3,5,VALDOIE 
09:04:55,12,1,VALDOIE 
09:04:56,4,5,VALDOIE 
09:05:20,13,3,VALDOIE 
09:06:57,7,4,VALDOIE 
09:07:14,13,1,VALDOIE 
09:08:22,17,1,VALDOIE 
09:08:33,8,8,VALDOIE 
09:09:09,9,8,VALDOIE 
09:09:39,15,1,VALDOIE 
09:09:40,10,3,VALDOIE 
09:09:51,8,3,VALDOIE 
09:10:33,2,10,VALDOIE 
09:11:14,16,1,VALDOIE 
09:11:36,17,1,VALDOIE 
09:12:56,2,3,VALDOIE 
09:13:26,11,2,VALDOIE 
09:13:35,17,1,VALDOIE 
09:15:42,13,5,VALDOIE 
09:16:13,6,10,VALDOIE 
09:16:44,4,11,VALDOIE 
09:17:11,11,1,VALDOIE 
09:18:30,2,12,VALDOIE 
09:18:44,7,9,VALDOIE 
09:19:12,2,1,VALDOIE 
09:19:41,1,14,VALDOIE 
09:19:50,4,1,VALDOIE 
09:20:23,17,1,VALDOIE 
09:20:29,13,3,VALDOIE 
09:20:34,9,4,VALDOIE 
09:21:21,14,2,VALDOIE 
09:22:19,7,7,VALDOIE 
09:25:19,12,4,VALDOIE 
09:25:24,14,1,VALDOIE 
09:25:32,5,12,VALDOIE 
09:25:54,8,7,VALDOIE 
09:25:55,11,1,VALDOIE 
09:26:13,1,5,VALDOIE 
09:26:15,9,5,VALDOIE 
09:26:22,9,9,VALDOIE 
09:26:46,9,9,VALDOIE 
09:26:54,3,15,VALDOIE 
09:27:41,4,3,VALDOIE 
09:29:10,16,2,VALDOIE 
09:29:15,1,1,VALDOIE 
09:29:27,1,8,VALDOIE 
09:30:00,9,2,VALDOIE 
09:30:02,4,2,VALDOIE 
09:31:10,14,2,VALDOIE 
09:31:48,11,6,VALDOIE 
09:32:22,11,2,VALDOIE 
09:32:53,14,3,VALDOIE 
09:33:27,12,1,VALDOIE 
09:33:42,17,1,VALDOIE 
09:34:40,3,6,VALDOIE 
09:35:24,15,1,VALDOIE 
09:36:00,11,7,VALDOIE 
09:36:17,16,2,VALDOIE 
09:36:51,16,1,VALDOIE 
09:37:54,13,5,VALDOIE 
09:37:54,11,6,VALDOIE 
09:39:28,5,5,VALDOIE 
09:40:00,13,2,VALDOIE 
09:40:01,11,6,VALDOIE 
09:41:39,16,2,VALDOIE 
09:42:13,2,10,VALDOIE 
09:42:20,15,1,VALDOIE 
09:42:42,14,2,VALDOIE 
09:42:42,9,8,VALDOIE 
09:42:59,13,2,VALDOIE 
09:45:52,14,4,VALDOIE 
09:46:32,2,5,VALDOIE 
09:47:19,7,4,VALDOIE 
09:48:36,15,1,VALDOIE 
09:48:44,13,3,VALDOIE 
09:48:57,10,5,VALDOIE 
09:50:49,9,3,VALDOIE 
09:51:11,17,1,VALDOIE 
09:52:27,16,2,VALDOIE 
09:52:56,6,3,VALDOIE 
09:53:09,14,3,VALDOIE 
09:54:20,9,9,VALDOIE 
09:54:57,6,5,VALDOIE 
09:56:39,3,7,VALDOIE 
09:56:44,8,1,VALDOIE 
09:57:40,17,1,VALDOIE 
09:58:38,15,3,VALDOIE 
09:59:10,6,11,VALDOIE 
09:59:54,9,7,VALDOIE 
10:04:09,8,2,VALDOIE 
10:06:25,14,1,VALDOIE 
10:08:04,10,2,VALDOIE 
10:09:19,8,3,VALDOIE 
10:11:43,4,1,VALDOIE 
10:16:33,15,2,VALDOIE 
10:18:35,7,11,VALDOIE 
10:19:05,3,15,VALDOIE 
10:20:34,8,10,VALDOIE 
10:21:11,3,5,VALDOIE 
10:30:16,15,3,VALDOIE 
10:30:17,3,12,VALDOIE 
10:30:18,3,10,VALDOIE 
10:30:40,10,7,VALDOIE 
10:35:40,15,1,VALDOIE 
10:41:39,15,2,VALDOIE 
10:44:22,14,1,VALDOIE 
10:45:16,6,8,VALDOIE 
10:49:26,15,3,VALDOIE 
10:53:05,14,4,VALDOIE 
10:53:38,10,7,VALDOIE 
10:54:30,7,3,VALDOIE 
10:55:39,7,10,VALDOIE 
11:02:21,10,1,VALDOIE 
11:03:28,6,3,VALDOIE 
11:06:38,16,2,VALDOIE 
11:07:50,7,11,VALDOIE 
11:10:52,10,8,VALDOIE 
11:11:30,2,8,VALDOIE 
11:12:54,13,3,VALDOIE 
11:19:22,9,7,VALDOIE 
11:22:46,6,5,VALDOIE 
11:24:56,9,5,VALDOIE 
11:27:10,3,14,VALDOIE 
11:28:06,1,8,VALDOIE 
11:32:03,9,6,VALDOIE 
11:33:00,2,8,VALDOIE 
11:34:16,2,15,VALDOIE 
11:38:36,1,11,VALDOIE 
11:41:19,12,3,VALDOIE 
11:43:42,3,1,VALDOIE 
11:47:38,5,6,VALDOIE 
11:49:54,6,11,VALDOIE 
11:53:33,7,1,VALDOIE 
11:54:31,2,8,VALDOIE 
11:54:54,5,11,VALDOIE 
11:56:55,1,5,VALDOIE 
11:59:55,4,3,VALDOIE 
12:00:51,10,2,VALDOIE 
12:06:54,5,8,VALDOIE 
12:10:27,9,5,VALDOIE 
12:10:54,7,10,VALDOIE 
12:11:50,16,1,VALDOIE 
12:14:49,17,1,VALDOIE 
12:24:41,1,1,VALDOIE 
12:26:14,10,1,VALDOIE 
12:27:12,3,11,VALDOIE 
12:28:05,17,1,VALDOIE 
12:31:09,16,2,VALDOIE 
12:31:32,8,4,VALDOIE 
12:32:12,13,3,VALDOIE 
12:33:01,16,2,VALDOIE 
12:41:10,8,4,VALDOIE 
12:42:56,9,7,VALDOIE 
12:47:21,9,6,VALDOIE 
12:47:41,9,5,VALDOIE 
12:49:28,14,1,VALDOIE 
12:52:37,8,7,VALDOIE 
12:54:04,16,1,VALDOIE 
12:54:16,10,5,VALDOIE 
13:01:43,5,9,VALDOIE 
13:03:35,2,7,VALDOIE 
13:07:25,9,8,VALDOIE 
13:14:39,2,15,VALDOIE 
13:15:11,14,3,VALDOIE 
13:17:54,8,4,VALDOIE 
13:19:14,2,2,VALDOIE 
13:21:12,9,4,VALDOIE 
13:23:23,5,10,VALDOIE 
13:23:46,3,10,VALDOIE 
13:26:18,17,1,VALDOIE 
13:27:09,2,2,VALDOIE 
13:27:54,5,4,VALDOIE 
13:28:08,7,7,VALDOIE 
13:30:08,12,2,VALDOIE 
13:41:41,13,4,VALDOIE 
13:42:07,2,2,VALDOIE 
13:43:27,6,11,VALDOIE 
13:43:33,1,9,VALDOIE 
13:46:44,9,8,VALDOIE 
13:47:42,4,13,VALDOIE 
13:51:17,5,13,VALDOIE 
13:51:52,17,1,VALDOIE 
13:55:51,7,11,VALDOIE 
13:58:41,3,3,VALDOIE 
13:59:12,16,2,VALDOIE 
14:00:22,8,8,VALDOIE 
14:01:03,14,3,VALDOIE 
14:01:03,16,2,VALDOIE 
14:02:16,13,2,VALDOIE 
14:05:26,3,15,VALDOIE 
14:06:00,12,4,VALDOIE 
14:06:01,7,3,VALDOIE 
14:06:42,14,4,VALDOIE 
14:07:03,3,12,VALDOIE 
14:07:43,7,4,VALDOIE 
14:11:13,4,1,VALDOIE 
14:11:47,8,6,VALDOIE 
14:12:17,10,4,VALDOIE 
14:13:59,2,8,VALDOIE 
14:17:04,2,13,VALDOIE 
14:21:25,9,2,VALDOIE 
14:23:30,12,2,VALDOIE 
14:25:49,13,1,VALDOIE 
14:26:04,6,9,VALDOIE 
14:28:12,8,4,VALDOIE 
14:31:21,4,14,VALDOIE 
14:31:37,7,4,VALDOIE 
14:34:10,6,4,VALDOIE 
14:34:57,15,2,VALDOIE 
14:38:32,4,12,VALDOIE 
14:40:09,5,11,VALDOIE 
14:41:19,13,2,VALDOIE 
14:43:02,12,4,VALDOIE 
14:43:26,17,1,VALDOIE 
14:43:48,1,11,VALDOIE 
14:43:48,6,1,VALDOIE 
14:47:05,15,3,VALDOIE 
14:48:49,6,2,VALDOIE 
14:49:03,2,10,VALDOIE 
14:51:29,2,7,VALDOIE 
14:52:01,17,1,VALDOIE 
14:53:19,2,9,VALDOIE 
14:55:26,6,9,VALDOIE 
14:55:51,5,11,VALDOIE 
14:56:29,16,1,VALDOIE 
14:57:47,8,9,VALDOIE 
14:58:39,14,4,VALDOIE 
15:08:19,2,8,VALDOIE 
15:09:04,7,9,VALDOIE 
15:13:53,6,4,VALDOIE 
15:14:36,6,5,VALDOIE 
15:14:52,11,5,VALDOIE 
15:16:01,1,3,VALDOIE 
15:17:42,6,8,VALDOIE 
15:18:02,12,1,VALDOIE 
15:19:02,5,13,VALDOIE 
15:20:21,11,2,VALDOIE 
15:23:54,3,3,VALDOIE 
15:24:40,1,17,VALDOIE 
15:24:56,9,1,VALDOIE 
15:25:05,16,2,VALDOIE 
15:25:26,16,2,VALDOIE 
15:28:05,6,11,VALDOIE 
15:29:05,6,12,VALDOIE 
15:30:19,17,1,VALDOIE 
15:32:28,16,2,VALDOIE 
15:40:49,17,1,VALDOIE 
15:43:06,17,1,VALDOIE 
15:44:31,2,2,VALDOIE 
15:47:15,4,2,VALDOIE 
15:47:40,5,4,VALDOIE 
15:48:01,7,4,VALDOIE 
15:48:02,16,2,VALDOIE 
15:49:19,7,6,VALDOIE 
15:50:14,2,13,VALDOIE 
15:53:22,14,3,VALDOIE 
15:53:54,14,2,VALDOIE 
15:54:09,4,12,VALDOIE 
15:56:54,5,12,VALDOIE 
15:57:53,7,11,VALDOIE 
16:00:42,7,3,VALDOIE 
16:02:58,11,3,VALDOIE 
16:04:01,3,2,VALDOIE 
16:05:51,9,3,VALDOIE 
16:06:52,7,9,VALDOIE 
16:07:53,6,10,VALDOIE 
16:07:55,7,11,VALDOIE 
16:08:08,8,10,VALDOIE 
16:08:16,6,6,VALDOIE 
16:09:04,1,7,VALDOIE 
16:09:04,8,8,VALDOIE 
16:12:05,9,6,VALDOIE 
16:12:14,12,1,VALDOIE 
16:13:00,10,2,VALDOIE 
16:13:01,7,8,VALDOIE 
16:13:16,15,3,VALDOIE 
16:13:37,17,1,VALDOIE 
16:13:43,9,7,VALDOIE 
16:13:53,14,1,VALDOIE 
16:15:58,9,3,VALDOIE 
16:17:18,11,7,VALDOIE 
16:18:17,9,6,VALDOIE 
16:18:21,6,2,VALDOIE 
16:19:25,13,5,VALDOIE 
16:20:59,9,3,VALDOIE 
16:21:02,5,4,VALDOIE 
16:21:12,12,4,VALDOIE 
16:22:58,2,13,VALDOIE 
16:23:39,10,4,VALDOIE 
16:24:38,17,1,VALDOIE 
16:24:50,7,5,VALDOIE 
16:25:50,4,5,VALDOIE 
16:25:52,14,4,VALDOIE 
16:26:30,6,5,VALDOIE 
16:27:19,17,1,VALDOIE 
16:28:02,6,10,VALDOIE 
16:29:20,7,9,VALDOIE 
16:29:27,15,1,VALDOIE 
16:30:19,2,5,VALDOIE 
16:30:26,8,5,VALDOIE 
16:30:41,3,14,VALDOIE 
16:31:28,14,3,VALDOIE 
16:31:56,16,2,VALDOIE 
16:32:30,11,4,VALDOIE 
16:33:21,15,3,VALDOIE 
16:34:21,9,7,VALDOIE 
16:35:04,16,2,VALDOIE 
16:35:26,11,6,VALDOIE 
16:35:40,2,5,VALDOIE 
16:36:23,9,6,VALDOIE 
16:36:28,17,1,VALDOIE 
16:37:29,3,11,VALDOIE 
16:37:55,14,2,VALDOIE 
16:38:00,2,13,VALDOIE 
16:39:35,16,1,VALDOIE 
16:39:48,15,3,VALDOIE 
16:41:07,2,16,VALDOIE 
16:41:42,13,3,VALDOIE 
16:43:29,3,14,VALDOIE 
16:43:30,13,5,VALDOIE 
16:43:55,3,14,VALDOIE 
16:44:37,2,13,VALDOIE 
16:45:32,12,3,VALDOIE 
16:46:04,3,11,VALDOIE 
16:47:52,4,3,VALDOIE 
16:48:14,2,2,VALDOIE 
16:49:20,10,3,VALDOIE 
16:51:11,17,1,VALDOIE 
16:51:21,10,2,VALDOIE 
16:51:29,10,5,VALDOIE 
16:53:18,11,4,VALDOIE 
16:53:54,4,1,VALDOIE 
16:54:26,4,6,VALDOIE 
16:54:27,12,6,VALDOIE 
16:55:00,11,3,VALDOIE 
16:56:50,7,6,VALDOIE 
16:57:18,9,3,VALDOIE 
16:57:19,1,7,VALDOIE 
16:57:37,1,17,VALDOIE 
16:57:51,11,7,VALDOIE 
16:58:19,2,9,VALDOIE 
16:58:49,13,3,VALDOIE 
16:59:02,9,2,VALDOIE 
16:59:05,14,1,VALDOIE 
17:00:31,4,3,VALDOIE 
17:01:33,13,3,VALDOIE 
17:02:12,14,2,VALDOIE 
17:02:31,14,4,VALDOIE 
17:02:42,1,3,VALDOIE 
17:03:59,1,17,VALDOIE 
17:04:39,13,4,VALDOIE 
17:05:44,10,3,VALDOIE 
17:05:45,11,5,VALDOIE 
17:06:12,13,4,VALDOIE 
17:06:15,17,1,VALDOIE 
17:06:35,5,9,VALDOIE 
17:06:41,11,6,VALDOIE 
17:07:06,11,6,VALDOIE 
17:07:27,13,2,VALDOIE 
17:07:33,12,4,VALDOIE 
17:08:01,10,5,VALDOIE 
17:08:22,8,3,VALDOIE 
17:08:51,10,3,VALDOIE 
17:09:43,13,5,VALDOIE 
17:10:20,13,5,VALDOIE 
17:10:57,1,7,VALDOIE 
17:12:08,15,1,VALDOIE 
17:12:22,16,1,VALDOIE 
17:12:34,4,5,VALDOIE 
17:12:36,13,5,VALDOIE 
17:13:06,1,4,VALDOIE 
17:13:12,15,2,VALDOIE 
17:13:22,14,2,VALDOIE 
17:13:31,4,4,VALDOIE 
17:13:45,11,6,VALDOIE 
17:18:49,12,5,VALDOIE 
17:20:25,16,1,VALDOIE 
17:21:02,15,1,VALDOIE 
17:21:47,16,1,VALDOIE 
17:22:13,9,9,VALDOIE 
17:23:13,6,1,VALDOIE 
17:23:20,1,4,VALDOIE 
17:23:29,11,3,VALDOIE 
17:23:52,6,5,VALDOIE 
17:23:58,13,3,VALDOIE 
17:25:38,3,3,VALDOIE 
17:25:51,13,3,VALDOIE 
17:26:50,4,11,VALDOIE 
17:27:51,14,1,VALDOIE 
17:28:41,13,1,VALDOIE 
17:28:48,5,5,VALDOIE 
17:28:50,15,2,VALDOIE 
17:28:54,13,2,VALDOIE 
17:29:26,15,2,VALDOIE 
17:29:40,13,1,VALDOIE 
17:29:51,13,2,VALDOIE 
17:30:42,8,5,VALDOIE 
17:30:52,2,13,VALDOIE 
17:30:58,11,6,VALDOIE 
17:31:06,8,10,VALDOIE 
17:32:07,12,2,VALDOIE 
17:32:38,17,1,VALDOIE 
17:32:54,16,1,VALDOIE 
17:33:14,3,12,VALDOIE 
17:33:39,15,1,VALDOIE 
17:33:51,1,1,VALDOIE 
17:34:31,14,3,VALDOIE 
17:34:45,13,3,VALDOIE 
17:35:51,2,7,VALDOIE 
17:36:33,10,2,VALDOIE 
17:36:33,5,12,VALDOIE 
17:37:27,5,1,VALDOIE 
17:37:55,7,2,VALDOIE 
17:39:29,2,16,VALDOIE 
17:39:35,6,2,VALDOIE 
17:39:47,1,5,VALDOIE 
17:40:01,15,3,VALDOIE 
17:40:40,13,2,VALDOIE 
17:41:40,7,9,VALDOIE 
17:41:43,6,5,VALDOIE 
17:41:47,6,12,VALDOIE 
17:42:02,15,1,VALDOIE 
17:42:17,14,3,VALDOIE 
17:42:53,10,2,VALDOIE 
17:44:05,5,11,VALDOIE 
17:44:33,10,4,VALDOIE 
17:45:39,15,1,VALDOIE 
17:46:19,17,1,VALDOIE 
17:47:23,7,8,VALDOIE 
17:48:37,8,2,VALDOIE 
17:49:27,9,3,VALDOIE 
17:49:40,13,1,VALDOIE 
17:49:48,17,1,VALDOIE 
17:49:58,3,5,VALDOIE 
17:51:18,10,4,VALDOIE 
17:51:56,3,2,VALDOIE 
17:52:56,16,1,VALDOIE 
17:54:08,16,1,VALDOIE 
17:54:55,4,4,VALDOIE 
17:55:18,17,1,VALDOIE 
17:55:24,12,4,VALDOIE 
17:56:45,9,1,VALDOIE 
17:56:47,10,3,VALDOIE 
17:56:51,1,16,VALDOIE 
17:59:53,6,10,VALDOIE 
18:00:44,9,3,VALDOIE 
18:00:46,10,8,VALDOIE 
18:01:47,14,3,VALDOIE 
18:02:03,16,2,VALDOIE 
18:02:52,14,2,VALDOIE 
18:03:07,14,3,VALDOIE 
18:03:15,8,2,VALDOIE 
18:03:20,4,10,VALDOIE 
18:03:37,2,2,VALDOIE 
18:03:52,2,2,VALDOIE 
18:04:17,2,3,VALDOIE 
18:04:26,16,1,VALDOIE 
18:05:03,1,7,VALDOIE 
18:05:19,3,10,VALDOIE 
18:05:46,5,7,VALDOIE 
18:05:53,8,8,VALDOIE 
18:06:46,7,4,VALDOIE 
18:08:04,2,2,VALDOIE 
18:08:05,13,4,VALDOIE 
18:08:41,5,7,VALDOIE 
18:09:19,14,1,VALDOIE 
18:09:28,1,15,VALDOIE 
18:10:21,4,5,VALDOIE 
18:10:34,11,1,VALDOIE 
18:11:20,8,8,VALDOIE 
18:11:33,11,6,VALDOIE 
18:11:42,8,2,VALDOIE 
18:11:57,14,1,VALDOIE 
18:12:55,14,4,VALDOIE 
18:13:17,16,2,VALDOIE 
18:13:20,5,5,VALDOIE 
18:13:22,8,4,VALDOIE 
18:13:26,2,9,VALDOIE 
18:14:21,1,5,VALDOIE 
18:15:26,4,7,VALDOIE 
18:16:45,12,3,VALDOIE 
18:19:15,4,6,VALDOIE 
18:19:23,5,9,VALDOIE 
18:19:52,9,8,VALDOIE 
18:20:28,12,2,VALDOIE 
18:20:42,5,1,VALDOIE 
18:20:48,11,4,VALDOIE 
18:21:17,10,4,VALDOIE 
18:21:25,1,15,VALDOIE 
18:23:01,4,2,VALDOIE 
18:23:07,12,5,VALDOIE 
18:23:36,10,8,VALDOIE 
18:24:10,6,6,VALDOIE 
18:25:23,9,1,VALDOIE 
18:25:50,16,1,VALDOIE 
18:26:17,16,2,VALDOIE 
18:29:27,9,5,VALDOIE 
18:29:37,10,6,VALDOIE 
18:29:49,13,3,VALDOIE 
