Arrival time,Boarding stop,Stops to go,Direction
06:15:25,12,2,VALDOIE 
06:15:31,17,1,VALDOIE 
06:16:10,16,2,VALDOIE 
06:16:37,7,4,VALDOIE 
06:16:41,8,5,VALDOIE 
06:16:52,2,12,VALDOIE 
06:16:55,9,3,VALDOIE 
06:17:03,3,2,VALDOIE 
06:17:29,12,3,VALDOIE 
06:17:51,5,9,VALDOIE 
06:18:20,6,3,VALDOIE 
06:18:26,9,6,VALDOIE 
06:18:35,17,1,VALDOIE 
06:18:45,16,2,VALDOIE 
06:18:46,15,1,VALDOIE 
06:18:52,1,4,VALDOIE 
06:19:01,15,2,VALDOIE 
06:19:04,6,1,VALDOIE 
06:19:06,12,3,VALDOIE 
06:19:09,8,8,VALDOIE 
06:19:13,1,3,VALDOIE 
06:19:35,6,1,VALDOIE 
06:19:39,3,6,VALDOIE 
06:19:43,12,6,VALDOIE 
06:19:46,9,3,VALDOIE 
06:19:50,5,12,VALDOIE 
06:19:52,14,3,VALDOIE 
06:20:17,1,11,VALDOIE 
06:21:03,3,8,VALDOIE 
06:21:06,16,2,VALDOIE 
06:21:12,13,1,VALDOIE 
06:21:33,11,3,VALDOIE 
06:21:41,14,1,VALDOIE 
06:21:47,13,4,VALDOIE 
06:21:52,11,4,VALDOIE 
06:21:54,7,6,VALDOIE 
06:22:08,14,4,VALDOIE 
06:22:09,15,3,VALDOIE 
06:22:11,4,9,VALDOIE 
06:22:16,6,6,VALDOIE 
06:22:17,6,9,VALDOIE 
06:22:18,6,5,VALDOIE 
06:22:53,11,5,VALDOIE 
06:23:16,3,8,VALDOIE 
06:23:19,11,1,VALDOIE 
06:23:20,14,4,VALDOIE 
06:23:35,11,6,VALDOIE 
06:23:40,14,1,VALDOIE 
06:23:41,4,12,VALDOIE 
06:23:59,15,3,VALDOIE 
06:24:03,13,5,VALDOIE 
06:24:08,10,4,VALDOIE 
06:24:22,5,4,VALDOIE 
06:24:40,16,1,VALDOIE 
06:24:49,3,14,VALDOIE 
06:24:53,2,8,VALDOIE 
06:24:58,6,11,VALDOIE 
06:25:00,13,3,VALDOIE 
06:25:14,17,1,VALDOIE 
06:25:51,9,8,VALDOIE 
06:26:01,15,3,VALDOIE 
06:26:01,5,1,VALDOIE 
06:26:08,15,1,VALDOIE 
06:26:08,16,1,VALDOIE 
06:26:09,10,7,VALDOIE 
06:26:23,11,4,VALDOIE 
06:26:38,4,8,VALDOIE 
06:26:46,1,4,VALDOIE 
06:26:55,11,1,VALDOIE 
06:26:57,2,8,VALDOIE 
06:27:02,3,15,VALDOIE 
06:27:11,14,2,VALDOIE 
06:27:14,10,4,VALDOIE 
06:27:23,8,10,VALDOIE 
06:27:26,12,2,VALDOIE 
06:27:39,2,11,VALDOIE 
06:27:52,9,4,VALDOIE 
06:27:55,15,2,VALDOIE 
06:27:58,3,13,VALDOIE 
06:28:04,14,3,VALDOIE 
06:28:06,3,10,VALDOIE 
06:28:06,13,4,VALDOIE 
06:28:09,8,2,VALDOIE 
06:28:14,6,7,VALDOIE 
06:28:43,5,10,VALDOIE 
06:28:59,10,4,VALDOIE 
06:29:04,2,8,VALDOIE 
06:29:05,9,4,VALDOIE 
06:29:11,9,5,VALDOIE 
06:29:24,5,10,VALDOIE 
06:29:25,6,3,VALDOIE 
06:29:27,5,4,VALDOIE 
06:29:27,5,5,VALDOIE 
06:29:44,7,4,VALDOIE 
06:29:49,15,1,VALDOIE 
06:29:50,17,1,VALDOIE 
06:30:08,3,1,VALDOIE 
06:30:24,11,4,VALDOIE 
06:30:28,1,6,VALDOIE 
06:31:09,3,7,VALDOIE 
06:31:22,9,5,VALDOIE 
06:31:26,1,16,VALDOIE 
06:31:27,9,1,VALDOIE 
06:31:50,3,15,VALDOIE 
06:31:51,2,16,VALDOIE 
06:31:59,17,1,VALDOIE 
06:32:01,9,5,VALDOIE 
06:32:08,16,2,VALDOIE 
06:32:22,6,12,VALDOIE 
06:32:46,13,4,VALDOIE 
06:32:54,14,4,VALDOIE 
06:32:54,13,3,VALDOIE 
06:33:14,11,4,VALDOIE 
06:33:40,3,4,VALDOIE 
06:34:05,12,5,VALDOIE 
06:34:16,14,2,VALDOIE 
06:34:18,6,3,VALDOIE 
06:34:20,12,3,VALDOIE 
06:34:22,2,10,VALDOIE 
06:34:46,9,1,VALDOIE 
06:34:49,17,1,VALDOIE 
06:35:03,16,1,VALDOIE 
06:35:10,8,7,VALDOIE 
06:35:22,12,4,VALDOIE 
06:35:35,17,1,VALDOIE 
06:35:37,5,6,VALDOIE 
06:35:41,6,11,VALDOIE 
06:35:44,3,1,VALDOIE 
06:35:51,4,3,VALDOIE 
06:36:17,16,1,VALDOIE 
06:36:26,3,15,VALDOIE 
06:36:29,11,4,VALDOIE 
06:36:40,12,1,VALDOIE 
06:36:41,9,7,VALDOIE 
06:36:42,17,1,VALDOIE 
06:37:12,14,4,VALDOIE 
06:37:17,4,5,VALDOIE 
06:37:27,3,7,VALDOIE 
06:37:35,4,11,VALDOIE 
06:37:49,13,3,VALDOIE 
06:37:51,5,3,VALDOIE 
06:38:03,11,2,VALDOIE 
06:38:12,10,7,VALDOIE 
06:38:13,4,12,VALDOIE 
06:38:14,8,8,VALDOIE 
06:38:18,2,8,VALDOIE 
06:38:19,11,4,VALDOIE 
06:38:28,15,2,VALDOIE 
06:38:36,12,2,VALDOIE 
06:38:39,9,5,VALDOIE 
06:38:41,3,10,VALDOIE 
06:38:46,15,1,VALDOIE 
06:38:47,5,8,VALDOIE 
06:38:50,8,5,VALDOIE 
06:38:53,17,1,VALDOIE 
06:38:54,2,5,VALDOIE 
06:38:54,1,7,VALDOIE 
06:38:59,9,1,VALDOIE 
06:39:10,9,3,VALDOIE 
06:39:17,1,1,VALDOIE 
06:39:21,14,1,VALDOIE 
06:39:24,14,1,VALDOIE 
06:39:30,14,1,VALDOIE 
06:39:34,5,5,VALDOIE 
06:39:53,10,7,VALDOIE 
06:40:08,17,1,VALDOIE 
06:40:22,1,11,VALDOIE 
06:40:23,17,1,VALDOIE 
06:40:25,16,2,VALDOIE 
06:40:32,11,5,VALDOIE 
06:40:36,11,2,VALDOIE 
06:40:40,16,2,VALDOIE 
06:40:58,3,5,VALDOIE 
06:41:09,7,1,VALDOIE 
06:41:15,5,4,VALDOIE 
06:41:16,13,5,VALDOIE 
06:41:16,13,2,VALDOIE 
06:41:22,12,5,VALDOIE 
06:41:29,13,4,VALDOIE 
06:41:29,17,1,VALDOIE 
06:41:30,11,4,VALDOIE 
06:41:39,14,1,VALDOIE 
06:41:44,17,1,VALDOIE 
06:41:44,5,7,VALDOIE 
06:41:48,11,3,VALDOIE 
06:41:54,12,4,VALDOIE 
06:41:55,5,10,VALDOIE 
06:42:01,8,4,VALDOIE 
06:42:01,2,8,VALDOIE 
06:42:01,8,4,VALDOIE 
06:42:06,12,2,VALDOIE 
06:42:11,16,1,VALDOIE 
06:42:13,6,1,VALDOIE 
06:42:13,16,2,VALDOIE 
06:42:17,3,10,VALDOIE 
06:42:21,14,3,VALDOIE 
06:42:24,17,1,VALDOIE 
06:42:49,11,3,VALDOIE 
06:42:50,16,1,VALDOIE 
06:42:52,14,2,VALDOIE 
06:42:54,14,2,VALDOIE 
06:42:55,5,7,VALDOIE 
06:42:56,14,2,VALDOIE 
06:43:04,6,6,VALDOIE 
06:43:14,13,5,VALDOIE 
06:43:17,12,1,VALDOIE 
06:43:24,16,2,VALDOIE 
06:43:26,13,2,VALDOIE 
06:43:36,16,1,VALDOIE 
06:43:40,5,5,VALDOIE 
06:43:41,13,5,VALDOIE 
06:43:46,15,3,VALDOIE 
06:43:52,10,2,VALDOIE 
06:44:03,1,3,VALDOIE 
06:44:04,16,1,VALDOIE 
06:44:07,17,1,VALDOIE 
06:44:09,11,2,VALDOIE 
06:44:20,3,11,VALDOIE 
06:44:31,1,3,VALDOIE 
06:44:33,12,3,VALDOIE 
06:44:40,6,6,VALDOIE 
06:44:42,7,9,VALDOIE 
06:44:49,3,15,VALDOIE 
06:44:51,2,5,VALDOIE 
06:44:54,15,2,VALDOIE 
06:45:03,5,1,VALDOIE 
06:45:05,6,8,VALDOIE 
06:45:21,8,10,VALDOIE 
06:45:36,16,2,VALDOIE 
06:45:41,3,8,VALDOIE 
06:45:43,1,13,VALDOIE 
06:45:50,9,9,VALDOIE 
06:45:55,12,1,VALDOIE 
06:45:57,10,2,VALDOIE 
06:45:58,1,1,VALDOIE 
06:46:01,2,3,VALDOIE 
06:46:01,7,7,VALDOIE 
06:46:08,2,13,VALDOIE 
06:46:20,3,12,VALDOIE 
06:46:27,3,11,VALDOIE 
06:46:30,10,1,VALDOIE 
06:46:32,6,2,VALDOIE 
06:46:33,1,2,VALDOIE 
06:46:33,9,6,VALDOIE 
06:46:44,16,2,VALDOIE 
06:46:46,6,12,VALDOIE 
06:46:50,5,2,VALDOIE 
06:47:30,1,8,VALDOIE 
06:47:43,16,1,VALDOIE 
06:47:45,15,1,VALDOIE 
06:47:45,17,1,VALDOIE 
06:47:50,14,2,VALDOIE 
06:47:59,14,3,VALDOIE 
06:48:04,6,12,VALDOIE 
06:48:06,11,1,VALDOIE 
06:48:07,3,14,VALDOIE 
06:48:11,15,3,VALDOIE 
06:48:35,7,1,VALDOIE 
06:48:41,5,7,VALDOIE 
06:48:48,2,1,VALDOIE 
06:48:49,12,5,VALDOIE 
06:48:55,13,4,VALDOIE 
06:49:00,4,2,VALDOIE 
06:49:01,8,1,VALDOIE 
06:49:17,3,15,VALDOIE 
06:49:17,14,1,VALDOIE 
06:49:18,2,13,VALDOIE 
06:49:31,9,5,VALDOIE 
06:49:44,4,11,VALDOIE 
06:49:44,9,7,VALDOIE 
06:49:46,9,2,VALDOIE 
06:50:01,6,8,VALDOIE 
06:50:07,17,1,VALDOIE 
06:50:19,11,5,VALDOIE 
06:50:23,13,5,VALDOIE 
06:50:36,2,5,VALDOIE 
06:50:38,3,13,VALDOIE 
06:50:54,1,16,VALDOIE 
06:51:05,5,4,VALDOIE 
06:51:16,6,9,VALDOIE 
06:51:18,10,2,VALDOIE 
06:51:23,5,8,VALDOIE 
06:51:29,9,3,VALDOIE 
06:51:35,4,5,VALDOIE 
06:52:03,16,1,VALDOIE 
06:52:16,5,6,VALDOIE 
06:52:18,14,2,VALDOIE 
06:52:28,16,1,VALDOIE 
06:52:43,1,11,VALDOIE 
06:52:45,16,1,VALDOIE 
06:52:53,2,13,VALDOIE 
06:53:00,7,8,VALDOIE 
06:53:00,9,8,VALDOIE 
06:53:01,17,1,VALDOIE 
06:53:10,14,2,VALDOIE 
06:53:11,11,5,VALDOIE 
06:53:13,2,1,VALDOIE 
06:53:25,8,2,VALDOIE 
06:53:26,15,1,VALDOIE 
06:53:28,10,6,VALDOIE 
06:53:32,10,7,VALDOIE 
06:53:38,2,2,VALDOIE 
06:53:57,4,4,VALDOIE 
06:54:14,15,2,VALDOIE 
06:54:23,12,3,VALDOIE 
06:54:31,7,3,VALDOIE 
06:54:53,6,12,VALDOIE 
06:54:56,14,4,VALDOIE 
06:54:56,17,1,VALDOIE 
06:54:59,2,1,VALDOIE 
06:55:06,3,10,VALDOIE 
06:55:12,8,3,VALDOIE 
06:55:16,14,3,VALDOIE 
06:55:20,1,15,VALDOIE 
06:55:24,10,6,VALDOIE 
06:55:29,4,5,VALDOIE 
06:55:33,15,3,VALDOIE 
06:55:49,6,4,VALDOIE 
06:55:52,12,5,VALDOIE 
06:55:59,6,4,VALDOIE 
06:56:05,17,1,VALDOIE 
06:56:09,1,5,VALDOIE 
06:56:12,3,2,VALDOIE 
06:56:18,7,1,VALDOIE 
06:56:24,14,2,VALDOIE 
06:56:38,1,7,VALDOIE 
06:56:42,13,2,VALDOIE 
06:57:03,2,10,VALDOIE 
06:57:04,13,3,VALDOIE 
06:57:07,10,1,VALDOIE 
06:57:26,13,5,VALDOIE 
06:57:28,8,5,VALDOIE 
06:57:38,17,1,VALDOIE 
06:57:41,1,11,VALDOIE 
06:57:43,5,6,VALDOIE 
06:57:46,4,6,VALDOIE 
06:57:48,3,8,VALDOIE 
06:58:24,13,2,VALDOIE 
06:58:28,9,3,VALDOIE 
06:58:30,10,4,VALDOIE 
06:58:38,15,2,VALDOIE 
06:58:39,15,2,VALDOIE 
06:59:07,3,13,VALDOIE 
06:59:11,3,13,VALDOIE 
06:59:29,10,6,VALDOIE 
06:59:30,12,3,VALDOIE 
06:59:43,7,2,VALDOIE 
06:59:44,6,7,VALDOIE 
07:00:02,8,7,VALDOIE 
07:00:18,2,8,VALDOIE 
07:00:32,17,1,VALDOIE 
07:00:34,10,7,VALDOIE 
07:00:37,13,4,VALDOIE 
07:00:38,4,12,VALDOIE 
07:00:42,14,1,VALDOIE 
07:00:47,16,1,VALDOIE 
07:00:50,15,3,VALDOIE 
07:00:58,3,13,VALDOIE 
07:01:04,6,10,VALDOIE 
07:01:05,12,6,VALDOIE 
07:01:06,1,5,VALDOIE 
07:01:14,3,4,VALDOIE 
07:01:33,5,4,VALDOIE 
07:01:46,3,7,VALDOIE 
07:01:59,14,1,VALDOIE 
07:02:09,7,7,VALDOIE 
07:02:19,10,5,VALDOIE 
07:02:22,11,3,VALDOIE 
07:02:23,3,6,VALDOIE 
07:02:28,16,2,VALDOIE 
07:02:29,6,4,VALDOIE 
07:02:38,17,1,VALDOIE 
07:02:41,6,12,VALDOIE 
07:02:56,5,11,VALDOIE 
07:03:04,2,1,VALDOIE 
07:03:12,1,10,VALDOIE 
07:03:13,11,1,VALDOIE 
07:03:14,15,3,VALDOIE 
07:03:32,16,1,VALDOIE 
07:03:40,4,1,VALDOIE 
07:03:59,15,1,VALDOIE 
07:03:59,7,2,VALDOIE 
07:04:05,16,2,VALDOIE 
07:04:06,11,2,VALDOIE 
07:04:32,14,2,VALDOIE 
07:04:32,6,6,VALDOIE 
07:04:32,6,12,VALDOIE 
07:04:33,11,4,VALDOIE 
07:04:35,12,1,VALDOIE 
07:04:49,17,1,VALDOIE 
07:04:59,12,5,VALDOIE 
07:05:05,16,1,VALDOIE 
07:05:06,3,10,VALDOIE 
07:05:10,14,2,VALDOIE 
07:05:24,12,4,VALDOIE 
07:05:29,5,11,VALDOIE 
07:05:38,3,11,VALDOIE 
07:05:47,6,11,VALDOIE 
07:05:59,17,1,VALDOIE 
07:06:34,9,1,VALDOIE 
07:06:37,15,3,VALDOIE 
07:06:49,12,4,VALDOIE 
07:06:53,17,1,VALDOIE 
07:07:02,10,2,VALDOIE 
07:07:05,11,3,VALDOIE 
07:07:06,2,7,VALDOIE 
07:07:07,3,8,VALDOIE 
07:07:24,3,14,VALDOIE 
07:07:28,5,7,VALDOIE 
07:07:36,5,9,VALDOIE 
07:07:37,5,11,VALDOIE 
07:07:40,12,1,VALDOIE 
07:07:49,4,10,VALDOIE 
07:07:52,8,5,VALDOIE 
07:08:15,17,1,VALDOIE 
07:09:01,2,7,VALDOIE 
07:09:11,8,6,VALDOIE 
07:09:15,7,8,VALDOIE 
07:09:15,13,1,VALDOIE 
07:09:28,1,16,VALDOIE 
07:09:35,4,9,VALDOIE 
07:09:53,6,12,VALDOIE 
07:09:54,4,3,VALDOIE 
07:09:54,15,1,VALDOIE 
07:09:56,15,1,VALDOIE 
07:09:59,1,13,VALDOIE 
07:10:07,1,16,VALDOIE 
07:10:30,15,1,VALDOIE 
07:10:32,16,1,VALDOIE 
07:10:35,13,1,VALDOIE 
07:11:06,4,11,VALDOIE 
07:11:10,2,2,VALDOIE 
07:11:19,10,6,VALDOIE 
07:11:31,3,4,VALDOIE 
07:11:31,8,8,VALDOIE 
07:11:43,17,1,VALDOIE 
07:11:45,15,3,VALDOIE 
07:11:46,1,5,VALDOIE 
07:11:46,4,1,VALDOIE 
07:11:53,9,6,VALDOIE 
07:11:53,6,6,VALDOIE 
07:12:11,9,8,VALDOIE 
07:12:12,7,5,VALDOIE 
07:12:35,6,1,VALDOIE 
07:12:37,6,5,VALDOIE 
07:12:47,6,4,VALDOIE 
07:12:54,12,3,VALDOIE 
07:12:54,9,7,VALDOIE 
07:12:59,10,6,VALDOIE 
07:13:09,6,3,VALDOIE 
07:13:22,11,3,VALDOIE 
07:13:48,12,1,VALDOIE 
07:13:48,10,7,VALDOIE 
07:13:59,16,2,VALDOIE 
07:14:00,7,2,VALDOIE 
07:14:00,3,9,VALDOIE 
07:14:01,6,5,VALDOIE 
07:14:02,15,3,VALDOIE 
07:14:13,9,3,VALDOIE 
07:14:21,2,4,VALDOIE 
07:14:26,17,1,VALDOIE 
07:14:29,15,1,VALDOIE 
07:14:36,7,10,VALDOIE 
07:14:36,5,2,VALDOIE 
07:14:39,9,7,VALDOIE 
07:14:51,7,2,VALDOIE 
07:14:55,1,11,VALDOIE 
07:15:03,15,1,VALDOIE 
07:15:11,11,3,VALDOIE 
07:15:15,2,12,VALDOIE 
07:15:27,16,2,VALDOIE 
07:15:38,11,6,VALDOIE 
07:15:46,9,4,VALDOIE 
07:15:51,10,5,VALDOIE 
07:15:52,6,1,VALDOIE 
07:15:53,16,1,VALDOIE 
07:15:55,17,1,VALDOIE 
07:16:00,3,13,VALDOIE 
07:16:02,11,3,VALDOIE 
07:16:04,13,4,VALDOIE 
07:16:08,9,4,VALDOIE 
07:16:09,9,2,VALDOIE 
07:16:18,12,3,VALDOIE 
07:16:24,6,2,VALDOIE 
07:16:39,2,1,VALDOIE 
07:16:40,14,2,VALDOIE 
07:16:54,1,2,VALDOIE 
07:17:03,10,3,VALDOIE 
07:17:13,6,9,VALDOIE 
07:17:29,11,2,VALDOIE 
07:17:31,17,1,VALDOIE 
07:17:56,2,12,VALDOIE 
07:18:02,13,3,VALDOIE 
07:18:11,12,2,VALDOIE 
07:18:13,14,1,VALDOIE 
07:18:25,10,8,VALDOIE 
07:18:29,12,2,VALDOIE 
07:18:38,8,9,VALDOIE 
07:18:41,7,6,VALDOIE 
07:18:52,9,3,VALDOIE 
07:18:52,13,4,VALDOIE 
07:18:55,2,11,VALDOIE 
07:19:00,13,3,VALDOIE 
07:19:02,11,6,VALDOIE 
07:19:16,5,12,VALDOIE 
07:19:24,2,4,VALDOIE 
07:19:26,4,13,VALDOIE 
07:19:29,4,3,VALDOIE 
07:19:38,4,5,VALDOIE 
07:19:42,12,1,VALDOIE 
07:19:53,13,4,VALDOIE 
07:19:54,3,9,VALDOIE 
07:20:09,10,1,VALDOIE 
07:20:14,14,4,VALDOIE 
07:20:22,17,1,VALDOIE 
07:20:23,15,3,VALDOIE 
07:20:46,7,2,VALDOIE 
07:20:57,7,2,VALDOIE 
07:20:57,16,2,VALDOIE 
07:21:00,10,6,VALDOIE 
07:21:03,16,2,VALDOIE 
07:21:08,13,1,VALDOIE 
07:21:13,4,2,VALDOIE 
07:21:30,10,8,VALDOIE 
07:21:33,3,11,VALDOIE 
07:21:41,3,9,VALDOIE 
07:21:45,10,3,VALDOIE 
07:21:54,15,3,VALDOIE 
07:22:10,4,14,VALDOIE 
07:22:15,1,14,VALDOIE 
07:22:19,4,1,VALDOIE 
07:22:39,9,4,VALDOIE 
07:22:43,5,3,VALDOIE 
07:22:44,1,9,VALDOIE 
07:22:46,1,11,VALDOIE 
07:22:46,17,1,VALDOIE 
07:22:54,3,2,VALDOIE 
07:22:54,14,4,VALDOIE 
07:23:08,4,10,VALDOIE 
07:23:12,7,2,VALDOIE 
07:23:30,13,3,VALDOIE 
07:23:44,10,3,VALDOIE 
07:23:59,16,1,VALDOIE 
07:24:00,9,9,VALDOIE 
07:24:03,3,8,VALDOIE 
07:24:12,6,2,VALDOIE 
07:24:25,9,6,VALDOIE 
07:24:55,11,5,VALDOIE 
07:25:10,5,5,VALDOIE 
07:25:21,2,9,VALDOIE 
07:25:42,2,7,VALDOIE 
07:25:45,10,3,VALDOIE 
07:25:52,16,2,VALDOIE 
07:26:09,8,10,VALDOIE 
07:26:12,9,1,VALDOIE 
07:26:18,12,1,VALDOIE 
07:26:21,15,2,VALDOIE 
07:26:26,11,3,VALDOIE 
07:26:29,7,4,VALDOIE 
07:26:35,7,9,VALDOIE 
07:26:44,11,1,VALDOIE 
07:26:50,16,1,VALDOIE 
07:26:54,4,11,VALDOIE 
07:27:03,6,10,VALDOIE 
07:27:04,13,4,VALDOIE 
07:27:12,15,3,VALDOIE 
07:27:17,5,12,VALDOIE 
07:27:18,14,1,VALDOIE 
07:27:22,17,1,VALDOIE 
07:27:31,3,14,VALDOIE 
07:27:31,12,5,VALDOIE 
07:27:32,3,15,VALDOIE 
07:27:49,2,6,VALDOIE 
07:28:03,2,2,VALDOIE 
07:28:05,1,5,VALDOIE 
07:28:17,13,3,VALDOIE 
07:28:26,4,14,VALDOIE 
07:28:30,11,1,VALDOIE 
07:28:48,1,17,VALDOIE 
07:28:59,11,6,VALDOIE 
07:28:59,16,1,VALDOIE 
07:29:06,5,8,VALDOIE 
07:29:07,1,9,VALDOIE 
07:29:10,8,2,VALDOIE 
07:29:12,13,2,VALDOIE 
07:29:14,9,5,VALDOIE 
07:29:17,2,15,VALDOIE 
07:29:51,13,3,VALDOIE 
07:29:51,9,9,VALDOIE 
07:29:52,12,6,VALDOIE 
07:29:52,3,12,VALDOIE 
07:29:54,9,9,VALDOIE 
07:29:57,8,10,VALDOIE 
07:30:18,1,13,VALDOIE 
07:30:36,16,1,VALDOIE 
07:30:40,11,6,VALDOIE 
07:30:51,3,12,VALDOIE 
07:30:53,11,6,VALDOIE 
07:30:58,10,2,VALDOIE 
07:31:16,17,1,VALDOIE 
07:31:20,13,1,VALDOIE 
07:31:25,2,9,VALDOIE 
07:31:45,1,13,VALDOIE 
07:31:47,13,4,VALDOIE 
07:31:49,6,2,VALDOIE 
07:31:50,17,1,VALDOIE 
07:31:50,12,4,VALDOIE 
07:31:52,14,4,VALDOIE 
07:32:09,1,8,VALDOIE 
07:32:14,9,6,VALDOIE 
07:32:19,12,3,VALDOIE 
07:32:25,11,3,VALDOIE 
07:32:31,8,6,VALDOIE 
07:32:51,5,4,VALDOIE 
07:33:00,11,6,VALDOIE 
07:33:04,6,4,VALDOIE 
07:33:14,12,3,VALDOIE 
07:33:14,3,10,VALDOIE 
07:33:22,14,4,VALDOIE 
07:33:27,1,14,VALDOIE 
07:33:31,10,8,VALDOIE 
07:33:37,12,4,VALDOIE 
07:33:40,9,8,VALDOIE 
07:34:11,17,1,VALDOIE 
07:34:11,9,6,VALDOIE 
07:34:35,15,1,VALDOIE 
07:34:45,9,4,VALDOIE 
07:35:13,3,12,VALDOIE 
07:35:13,5,11,VALDOIE 
07:35:27,17,1,VALDOIE 
07:35:30,16,1,VALDOIE 
07:35:38,4,12,VALDOIE 
07:35:38,14,2,VALDOIE 
07:35:45,5,9,VALDOIE 
07:35:48,11,2,VALDOIE 
07:35:55,4,11,VALDOIE 
07:36:17,6,5,VALDOIE 
07:36:38,1,3,VALDOIE 
07:36:57,12,1,VALDOIE 
07:36:58,12,2,VALDOIE 
07:36:59,14,2,VALDOIE 
07:37:05,11,5,VALDOIE 
07:37:07,4,4,VALDOIE 
07:37:15,3,7,VALDOIE 
07:37:26,13,5,VALDOIE 
07:37:33,12,5,VALDOIE 
07:37:52,11,2,VALDOIE 
07:37:56,7,1,VALDOIE 
07:37:59,6,10,VALDOIE 
07:38:08,3,13,VALDOIE 
07:38:15,3,13,VALDOIE 
07:38:19,9,6,VALDOIE 
07:38:21,1,11,VALDOIE 
07:38:36,7,1,VALDOIE 
07:38:39,6,8,VALDOIE 
07:38:42,2,9,VALDOIE 
07:38:44,12,4,VALDOIE 
07:38:46,13,4,VALDOIE 
07:38:57,15,2,VALDOIE 
